St_Father_Monthly_Income,St_Date_of_Birth,AgeYearsIntTrunc,academic_year_name,class_name,section_name,St_Active_Inactive
35000.0,2000-09-11 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
25000.0,2001-08-09 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
15000.0,2000-10-04 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
50000.0,2000-01-15 00:00:00.000,18,March 2016-  February 2017,10th,F,A         
10000.0,2000-01-31 00:00:00.000,18,March 2016-  February 2017,10th,F,A         
15000.0,2001-08-17 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
30000.0,2001-03-19 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
25000.0,1999-08-22 00:00:00.000,18,March 2016-  February 2017,10th,F,A         
29000.0,2003-03-05 00:00:00.000,15,March 2016-  February 2017,10th,F,A         
9000.0,1998-03-10 00:00:00.000,20,March 2015 - Fabruary 2016,10th,B,A         
40000.0,1999-07-31 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
25000.0,2000-07-01 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
25000.0,2000-05-15 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
20000.0,2000-12-12 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
20000.0,1998-12-30 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
12000.0,1999-09-19 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
60000.0,2000-04-05 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
20000.0,1999-09-13 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
60000.0,1999-09-11 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
20000.0,2000-06-23 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
12000.0,2000-05-14 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
20000.0,1999-04-19 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
15000.0,2000-01-30 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
20000.0,1999-03-01 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
15000.0,1999-06-19 00:00:00.000,18,March 2014 - February 2015,10th,B,A         
50000.0,1999-05-12 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
10000.0,2000-05-05 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
15000.0,1999-05-02 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
30000.0,1999-02-21 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
25000.0,1999-12-17 00:00:00.000,18,March 2015 - Fabruary 2016,10th,B,A         
60000.0,1998-07-01 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
15000.0,1998-03-17 00:00:00.000,20,March 2015 - Fabruary 2016,10th,B,A         
40000.0,1998-10-23 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
12000.0,1998-01-12 00:00:00.000,20,March 2015 - Fabruary 2016,10th,B,A         
10000.0,2000-08-07 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
25000.0,1998-08-09 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
20000.0,1998-08-02 00:00:00.000,19,March 2015 - Fabruary 2016,10th,B,A         
30000.0,2000-01-29 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
25000.0,2000-01-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
60000.0,2000-02-21 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
20000.0,1999-06-27 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
10000.0,1999-10-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
25000.0,2000-04-09 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
55000.0,2001-02-17 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
27000.0,2001-12-01 00:00:00.000,16,March 2015 - Fabruary 2016,10th,C,A         
30000.0,2000-04-13 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
25000.0,1999-12-25 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
25000.0,2000-03-12 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
90000.0,2001-02-14 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
40000.0,2000-04-23 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
16000.0,2000-01-01 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
63000.0,2001-03-09 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
15000.0,2000-01-03 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
15000.0,2000-09-30 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
18000.0,1998-07-17 00:00:00.000,19,March 2015 - Fabruary 2016,10th,C,A         
30000.0,1999-08-21 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
40000.0,2000-01-22 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
30000.0,2000-01-03 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
30000.0,2000-06-02 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
20000.0,2001-02-16 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
30000.0,2000-04-19 00:00:00.000,17,March 2015 - Fabruary 2016,10th,C,A         
35000.0,1999-08-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
20000.0,1999-04-01 00:00:00.000,19,March 2015 - Fabruary 2016,10th,C,A         
8000.0,1999-05-02 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
20000.0,1999-11-24 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
80000.0,1999-09-17 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
14710.0,2000-02-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
50000.0,2000-08-23 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
14000.0,2000-10-06 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
25000.0,2000-01-01 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-11-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
40000.0,2000-02-19 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-12-29 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
35000.0,2000-08-30 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
40000.0,2000-08-28 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
10000.0,1999-11-01 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
30000.0,2000-02-21 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
60000.0,2000-07-06 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-09-02 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-09-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
18000.0,2000-01-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
50000.0,1999-05-06 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
15000.0,2000-02-27 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
32000.0,2000-08-20 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
38500.0,2002-02-03 00:00:00.000,16,March 2015 - Fabruary 2016,10th,D,A         
25000.0,2001-01-30 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
30000.0,2000-09-20 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
30000.0,2000-09-17 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
20000.0,2000-03-13 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
40000.0,2000-12-10 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
15000.0,1999-09-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-09-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
20000.0,1999-03-02 00:00:00.000,19,March 2015 - Fabruary 2016,10th,D,A         
50000.0,1999-10-30 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
35000.0,1999-12-23 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
25000.0,2000-04-22 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
30000.0,1999-10-14 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
30000.0,1999-08-10 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
100000.0,2000-07-26 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
40000.0,1999-11-17 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
17500.0,2001-02-27 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
30000.0,2000-07-21 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
40000.0,1998-10-22 00:00:00.000,19,March 2015 - Fabruary 2016,10th,E,A         
45000.0,2000-08-18 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
25000.0,2000-03-24 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-09-21 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
15000.0,1999-09-10 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
12400.0,2000-07-14 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
23600.0,1999-02-07 00:00:00.000,19,March 2014 - February 2015,10th,E,A         
20000.0,2000-03-22 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
20000.0,1999-07-09 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-04-05 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-03-25 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
35000.0,1999-07-14 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
14000.0,2000-06-16 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
16000.0,1999-08-28 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
12000.0,1999-11-04 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
16000.0,2000-05-10 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
12044.0,1999-10-15 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
12000.0,2000-02-28 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
20000.0,1998-08-31 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
28000.0,2000-06-03 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
50000.0,1998-12-17 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
15000.0,2000-06-17 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
20000.0,1998-12-20 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
12000.0,1998-07-25 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
20000.0,1999-09-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
20000.0,2000-05-19 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
15000.0,1999-12-11 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
25000.0,2000-05-13 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
30000.0,2000-02-29 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
35000.0,1999-11-30 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
18000.0,2001-01-16 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
50000.0,2000-02-03 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
35000.0,1999-07-07 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
25000.0,1999-08-08 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
11000.0,1999-01-06 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
35000.0,1997-11-03 00:00:00.000,20,March 2015 - Fabruary 2016,10th,F,A         
15000.0,1999-01-18 00:00:00.000,19,March 2015 - Fabruary 2016,10th,F,A         
60000.0,2000-03-28 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
20000.0,2000-01-15 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
20000.0,1999-09-16 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
15000.0,1999-12-25 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
42000.0,2000-09-21 00:00:00.000,17,March 2015 - Fabruary 2016,10th,F,A         
30000.0,1999-12-11 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
40000.0,1999-08-21 00:00:00.000,18,March 2015 - Fabruary 2016,10th,F,A         
15000.0,2005-06-28 00:00:00.000,12,March 2015 - Fabruary 2016,4th,DAISY,A         
30000.0,2007-09-04 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
50000.0,2000-09-01 00:00:00.000,17,March 2014 - February 2015,10th,B,A         
55000.0,2008-09-13 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
15000.0,2008-11-08 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
107000.0,2008-12-07 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
20000.0,2008-10-27 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
45000.0,2009-04-03 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
20000.0,2009-07-23 00:00:00.000,8,March 2017-  February 2018,3rd,A,A         
40000.0,2009-03-02 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
20000.0,2009-07-22 00:00:00.000,8,March 2017-  February 2018,3rd,A,A         
30000.0,2008-09-06 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
40000.0,2009-03-03 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
20000.0,2008-10-14 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
25000.0,2008-12-28 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
50000.0,2008-10-14 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
50000.0,2008-09-17 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
50000.0,2009-02-13 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
50000.0,2008-09-20 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
36000.0,2009-02-23 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
33000.0,2009-04-06 00:00:00.000,8,March 2017-  February 2018,3rd,B,A         
20000.0,2009-07-24 00:00:00.000,8,March 2017-  February 2018,3rd,B,A         
20000.0,2008-12-08 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
25000.0,2009-02-03 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2009-08-30 00:00:00.000,8,March 2017-  February 2018,3rd,B,A         
40000.0,2009-03-27 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
70000.0,2008-07-28 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
50000.0,2008-12-01 00:00:00.000,9,March 2015 - Fabruary 2016,2nd,TULIP,A         
50000.0,2008-02-20 00:00:00.000,10,March 2017-  February 2018,3rd,B,A         
35000.0,2009-03-04 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
36000.0,2008-10-07 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
15000.0,2008-11-05 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
20000.0,2008-12-08 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2008-11-11 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
25000.0,2008-08-07 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
50000.0,2008-10-16 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
61000.0,2009-08-03 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
50000.0,2008-11-24 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
25000.0,2009-01-31 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
25000.0,2008-08-09 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
55000.0,2009-04-29 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
30000.0,2009-07-18 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
12000.0,2009-04-14 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
30000.0,2008-09-20 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
20000.0,2009-02-22 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
12000.0,2009-08-12 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
12000.0,2009-07-28 00:00:00.000,8,March 2017-  February 2018,3rd,C,A         
40000.0,2008-12-15 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
60000.0,2008-12-17 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
100000.0,2009-06-18 00:00:00.000,8,March 2017-  February 2018,3rd,D,A         
25000.0,2008-12-29 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
44000.0,2008-03-20 00:00:00.000,10,March 2017-  February 2018,3rd,D,A         
30000.0,2008-10-03 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
30000.0,2008-10-23 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
25000.0,2009-02-07 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
25000.0,2008-12-10 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
15000.0,2009-01-14 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
60000.0,2009-09-22 00:00:00.000,8,March 2017-  February 2018,3rd,D,A         
25000.0,2008-12-11 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
18000.0,2008-10-08 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
20000.0,2008-09-14 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
35000.0,2008-07-28 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
25000.0,2008-08-11 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
25000.0,2009-01-01 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
25000.0,2009-04-28 00:00:00.000,8,March 2017-  February 2018,3rd,E,A         
30000.0,2009-02-06 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
15000.0,2009-06-07 00:00:00.000,8,March 2017-  February 2018,3rd,E,A         
80000.0,2009-04-11 00:00:00.000,8,March 2017-  February 2018,3rd,E,A         
22000.0,2009-06-06 00:00:00.000,8,March 2017-  February 2018,3rd,E,A         
30000.0,2008-10-01 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2008-08-14 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
35000.0,2009-01-04 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2009-01-28 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
20000.0,2009-02-14 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
40000.0,2008-07-15 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
30000.0,2008-11-14 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
40000.0,2008-12-19 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
22000.0,2009-02-17 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
40000.0,2008-12-15 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
16000.0,2008-09-01 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
40000.0,2008-10-19 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
30000.0,2008-12-22 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
39000.0,2008-08-01 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
80000.0,2009-06-27 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
30000.0,2007-11-02 00:00:00.000,10,March 2017-  February 2018,3rd,F,A         
20000.0,2008-12-05 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
60000.0,2008-10-19 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
40000.0,2008-08-27 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
20000.0,2008-10-19 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
50000.0,2009-01-05 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
30000.0,2009-03-17 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
50000.0,2009-06-24 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
30000.0,2008-09-13 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
30000.0,2009-04-19 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
15000.0,2009-07-31 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
25000.0,2006-09-11 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
30000.0,2005-12-20 00:00:00.000,12,March 2017-  February 2018,5th,F,A         
15000.0,2006-01-19 00:00:00.000,12,March 2017-  February 2018,5th,F,A         
9000.0,2005-12-12 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
60000.0,2006-05-10 00:00:00.000,11,March 2015 - Fabruary 2016,4th,TULIP,A         
45000.0,2002-08-27 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
50000.0,2002-06-20 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
35000.0,2002-10-22 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
30000.0,2002-05-13 00:00:00.000,15,March 2017-  February 2018,10th,D,A         
15000.0,2004-03-15 00:00:00.000,14,March 2015 - Fabruary 2016,5th,TULIP,A         
10000.0,2001-10-24 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
15000.0,2002-01-29 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
15000.0,2003-11-22 00:00:00.000,14,March 2015 - Fabruary 2016,5th,TULIP,A         
22000.0,2000-01-22 00:00:00.000,18,March 2015 - Fabruary 2016,8th,TULIP,A         
20000.0,2000-11-27 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
5000.0,1999-06-07 00:00:00.000,18,March 2015 - Fabruary 2016,8th,TULIP,A         
70000.0,2002-12-16 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
29000.0,2000-10-05 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
32538.0,2003-04-11 00:00:00.000,14,March 2015 - Fabruary 2016,8th,TULIP,A         
20000.0,2001-01-21 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
12000.0,2001-05-11 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2002-07-11 00:00:00.000,15,March 2015 - Fabruary 2016,8th,TULIP,A         
40000.0,2000-10-08 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
20000.0,2000-11-07 00:00:00.000,17,March 2015 - Fabruary 2016,10th,B,A         
20000.0,2009-06-20 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
35000.0,2008-07-05 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
30000.0,2008-07-26 00:00:00.000,9,March 2015 - Fabruary 2016,2nd,TULIP,A         
20000.0,2001-05-03 00:00:00.000,16,March 2016-  February 2017,10th,C,A         
28000.0,2000-03-18 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
70000.0,2001-06-10 00:00:00.000,16,March 2016-  February 2017,10th,C,A         
20000.0,2003-02-19 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2001-01-25 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
50000.0,2000-11-11 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
90000.0,2001-06-01 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
20000.0,2000-11-07 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
20000.0,2001-06-25 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
35000.0,2001-09-10 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
40000.0,2000-10-01 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
40000.0,2000-07-16 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
50000.0,1999-10-03 00:00:00.000,18,March 2016-  February 2017,10th,B,A         
26800.0,2000-08-12 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
30000.0,2001-03-14 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
35000.0,2006-10-17 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
20000.0,2008-07-12 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
9000.0,2008-09-06 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
20000.0,2001-03-08 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
25000.0,2001-01-08 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
20000.0,2000-10-02 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
30000.0,2001-01-01 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
16000.0,2001-03-13 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
25000.0,2001-02-16 00:00:00.000,17,March 2016-  February 2017,10th,D,A         
50000.0,2001-11-12 00:00:00.000,16,March 2016-  February 2017,10th,E,A         
30000.0,2008-12-12 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
27000.0,2009-02-20 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
18000.0,2008-12-03 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
25000.0,2009-06-23 00:00:00.000,8,March 2017-  February 2018,3rd,E,A         
40000.0,2008-10-10 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
20000.0,2009-03-28 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
20000.0,2008-09-04 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
50000.0,2009-04-28 00:00:00.000,8,March 2017-  February 2018,3rd,F,A         
20000.0,2008-08-19 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
25000.0,2006-10-16 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
17000.0,2005-11-16 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
25000.0,1995-09-27 00:00:00.000,22,March 2013 - February 2014,10th,C,A         
5000.0,2000-08-25 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
20000.0,2000-09-12 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
30000.0,2000-12-08 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
12000.0,2007-09-09 00:00:00.000,10,March 2017-  February 2018,3rd,B,A         
25000.0,2000-02-20 00:00:00.000,18,March 2016-  February 2017,10th,B,A         
20000.0,2001-08-29 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,A         
50000.0,2000-07-18 00:00:00.000,17,March 2016-  February 2017,10th,E,A         
35000.0,2000-09-21 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
10642.0,2001-08-30 00:00:00.000,16,March 2016-  February 2017,10th,F,A         
100000.0,2009-05-30 00:00:00.000,8,March 2017-  February 2018,3rd,B,A         
60000.0,2008-08-09 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
20000.0,2009-01-29 00:00:00.000,9,March 2017-  February 2018,3rd,B,A         
54820.0,2008-06-05 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
40000.0,2009-04-21 00:00:00.000,8,March 2017-  February 2018,3rd,A,A         
